id	image_src	name	size	type	speed	source	alignment	ac	armour_type	hp	hp_dice	strength	dexterity	constitution	intelligence	wisdom	charisma	skill	vulnerable	save	passive_perception	immune_to	condition_immune	languages	challenge_rating	senses	resistances	spells	spell_slots	traits	actions	reactions	legendary
bone_devil	bone_devil.png	Bone Devil	large	"fiend, devil"	"40 ft, fly 40 ft"	Monster Manual	lawful evil	19	natural armor	142	15d10+60	18	16	18	13	14	16	"Deception +7, Insight +6"		"int +5, wis +6, cha +7"	9	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	12	darkvision 120 ft	"cold, bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, magic resistance"	"multiattack, claw, sting"		
bone_naga	bone_naga_(guardian).png	Bone Naga	large	undead	30 ft	Monster Manual	lawful evil	15	natural armor	58	9d10+9	15	16	12	15	15	16				12	poison	"charmed, exhaustion, paralyzed, poisoned"	common plus one other language	4	darkvision 60 ft		"mending, sacred flame, thaumaturgy, command, shield of faith, calm emotions, hold person, bestow curse"	"4,3,2,0,0,0,0,0,0"	spellcasting	bite		
brass_dragon_wyrmling	brass_dragon_wyrmling.png	Brass Dragon Wyrmling	medium	dragon	"30 ft, burrow 15 ft, fly 60 ft"	Monster Manual	chaotic good	16	natural armor	16	3d8+3	15	10	13	10	11	13	"Perception +4, Stealth +2"		"dex +2, con +3, wis +2, cha +3"	14	fire		draconic	1	"blindsight 10 ft, darkvision 60 ft"					"bite, breath weapons"		
bronze_dragon_wyrmling	bronze_dragon_wyrmling.png	Bronze Dragon Wyrmling	medium	dragon	"30 ft, fly 60 ft, swim 30 ft"	Monster Manual	lawful good	17	natural armor	32	5d8+10	17	10	15	12	11	15	"Perception +4, Stealth +2"		"dex +2, con +4, wis +2, cha +4"	14	lightning		draconic	2	"blindsight 10 ft, darkvision 60 ft"				amphibious	"bite, breath weapons"		
brown_bear	brown_bear.png	Brown Bear	large	beast	"40 ft, climb 30 ft"	Monster Manual	unaligned	11	natural armor	34	4d10+12	19	10	16	2	13	7	Perception +3			13				1					keen smell	"multiattack, bite, claws"		
bugbear	bugbear.png	Bugbear	medium	"humanoid, goblinoid"	30 ft	Monster Manual	chaotic evil	16	"hide armor, shield"	27	5d8+5	15	14	13	8	11	9	"Stealth +6, Survival +2"			10			"common, goblin"	1	darkvision 60 ft				"brute, surprise attack"	"morningstar, javelin"		
bugbear_chief	bugbear_chief.png	Bugbear Chief	medium	"humanoid, goblinoid"	30 ft	Monster Manual	chaotic evil	17	"chain shirt, shield"	65	10d8+20	17	14	14	11	12	11	"Intimidation +2, Stealth +6, Survival +3"			11			"common, goblin"	3	darkvision 60 ft				"brute, surprise attack, heart of hruggek"	"multiattack, morningstar, javelin"		
bulette	bulette.png	Bulette	large	monstrosity	"40 ft, burrow 40 ft"	Monster Manual	unaligned	17	natural armor	94	9d10+45	19	11	21	2	10	5	Perception +6			16				5	"darkvision 60 ft, tremorsense 60 ft"				standing leap	"bite, deadly leap"		
bullywug	bullywug.png	Bullywug	medium	"humanoid, bullywug"	"20 ft, swim 40 ft"	Monster Manual	neutral evil	15	"hide armor, shield"	11	2d8+2	12	12	13	7	10	7	Stealth +3			10			bullywug	0.25					"amphibious, speak with frogs and toads, swamp camouflage, standing leap"	"multiattack, bite, spear"		
cambion	cambion.png	Cambion	medium	fiend	"30 ft, fly 60 ft"	Monster Manual	any evil alignment	19	scale mail	82	11d8+33	18	18	16	14	12	16	"Deception +6, Intimidation +6, Perception +4, Stealth +7"		"str +7, con +6, int +5, cha +6"	14			"abyssal, common, infernal"	5	darkvision 60 ft	"cold, fire, lightning, poison, bludgeoning, piercing,  slashing from nonmagical weapons"	"alter self, command, detect magic, plane shift"		"fiendish blessing, innate spellcasting"	"multiattack, spear, fire ray, fiendish charm"		
camel	camel.png	Camel	large	beast	50 ft	Monster Manual	unaligned	9		15	2d10+4	16	8	14	2	8	5				9				0.125						bite		
carrion_crawler	carrion_crawler.png	Carrion Crawler	large	monstrosity	"30 ft, climb 30 ft"	Monster Manual	unaligned	13	natural armor	51	6d10+18	14	13	16	1	12	5	Perception +3			13				2	darkvision 60 ft				"keen smell, spider climb"	"multiattack, tentacles, bite"		
cat	cat.png	Cat	tiny	beast	"40 ft, climb 30 ft"	Monster Manual	unaligned	12		2	1d4	3	15	10	3	12	7	"Perception +3, Stealth +4"			13				0					keen smell	claws		
cave_bear	cave_bear.png	Cave Bear	large	beast	"40 ft, swim 30 ft"	Monster Manual	unaligned	12	natural armor	42	5d10+15	20	10	16	2	13	7	Perception +3			13				2	darkvision 60 ft				keen smell	"multiattack, bite, claws"		
centaur	centaur.png	Centaur	large	monstrosity	50 ft	Monster Manual	neutral good	12		45	6d10+12	18	14	14	9	13	11	"Athletics +6, Perception +3, Survival +3"			13			"elvish, sylvan"	2					charge	"multiattack, pike, hooves, longbow"		
chain_devil	chain_devil.png	Chain Devil	medium	"fiend, devil"	30 ft	Monster Manual	lawful evil	16	natural armor	85	10d8+40	18	15	18	11	12	14			"con +7, wis +4, cha +5"	8	"fire, poison"	poisoned	"infernal, telepathy 120 ft"	11	darkvision 120 ft	"cold, bludgeoning, piercing,  slashing from nonmagical weapons that aren't silvered"			"devil's sight, magic resistance"	"multiattack, chain, animate chains"	unnerving mask	
chasme	chasme.png	Chasme	large	"fiend, demon"	"20 ft, fly 60 ft"	Monster Manual	chaotic evil	15	natural armor	84	13d10+13	15	15	12	11	14	10	Perception +5		"dex +5, wis +5"	15	poison	poisoned	"abyssal, telepathy 120 ft"	6	"blindsight 10 ft, darkvision 120 ft"	"cold, fire, lightning"			"drone, magic resistance, spider climb"	"proboscis, variant: summon demon"		
chimera	chimera.png	Chimera	large	monstrosity	"30 ft, fly 60 ft"	Monster Manual	chaotic evil	14	natural armor	114	12d10+48	19	11	19	3	14	10	Perception +8			18			"understands draconic, can't speak"	6	darkvision 60 ft					"multiattack, bite, horns, claws, fire breath"		
chuul	chuul.png	Chuul	large	aberration	"30 ft, swim 30 ft"	Monster Manual	chaotic evil	16	natural armor	93	11d10+33	19	10	16	5	11	5	Perception +4			14	poison	poisoned	"understands deep speech, can't speak"	4	darkvision 60 ft				"amphibious, sense magic"	"multiattack, pincer, tentacles"		
clay_golem	clay_golem.png	Clay Golem	large	construct	20 ft	Monster Manual	unaligned	14	natural armor	133	14d10+56	20	9	18	3	8	1				9	"acid, poison, psychic, bludgeoning, piercing, slashing from nonmagical weapons that aren't adamantine"	"charmed, exhaustion, frightened, paralyzed, petrified, poisoned"	"understands the languages of its creator, can't speak"	9	darkvision 60 ft				"acid absorption, berserk, immutable form, magic resistance, magic weapons"	"multiattack, slam, haste"		
cloaker	cloaker.png	Cloaker	large	aberration	"10 ft, fly 40 ft"	Monster Manual	chaotic neutral	14	natural armor	78	12d10+12	17	15	12	13	12	14	Stealth +5			11			"deep speech, undercommon"	8	darkvision 60 ft				"damage transfer, false appearance, light sensitivity"	"multiattack, bite, tail, moan, phantasms"		
cloud_giant	cloud_giant.png	Cloud Giant	huge	giant	40 ft	Monster Manual	neutral good (50%) or neutral evil (50%)	14	natural armor	200	16d12+96	27	10	22	12	16	16	"Insight +7, Perception +7"		"con +10, wis +7, cha +7"	17			"common, giant"	9			"detect magic, fog cloud, light, feather fall, fly, misty step, telekinesis, control weather, gaseous form"		"keen smell, innate spellcasting"	"fling, wind aura, multiattack, morningstar, rock"		
cockatrice	cockatrice.png	Cockatrice	small	monstrosity	"20 ft, fly 40 ft"	Monster Manual	unaligned	11		27	6d6+6	6	12	12	2	13	5				11				0.5	darkvision 60 ft					bite		
commoner	commoner.png	Commoner	medium	"humanoid, any race"	30 ft	Monster Manual	any alignment	10		4	1d8	10	10	10	10	10	10				10			any one language (usually common)	0						club		
constrictor_snake	constrictor_snake.png	Constrictor Snake	large	beast	"30 ft, swim 30 ft"	Monster Manual	unaligned	12		13	2d10+2	15	14	12	1	10	3				10				0.25	blindsight 10 ft					"bite, constrict"		
copper_dragon_wyrmling	copper_dragon_wyrmling.png	Copper Dragon Wyrmling	medium	dragon	"30 ft, climb 30 ft, fly 60 ft"	Monster Manual	chaotic good	16	natural armor	22	4d8+4	15	12	13	14	11	13	"Perception +4, Stealth +3"		"dex +3, con +3, wis +2, cha +3"	14	acid		draconic	1	"blindsight 10 ft, darkvision 60 ft"					"bite, breath weapons"		
couatl	couatl.png	Couatl	medium	celestial	"30 ft, fly 90 ft"	Monster Manual	lawful good	19	natural armor	97	13d8+39	16	20	17	18	20	18			"con +5, wis +7, cha +6"	15	"psychic, bludgeoning, piercing, slashing from nonmagical weapons"		"all, telepathy 120 ft"	4	truesight 120 ft	radiant	"detect evil and good, detect magic, detect thoughts, bless, create food and water, cure wounds, lesser restoration, protection from poison, sanctuary, shield, dream, greater restoration, scrying"		"innate spellcasting, magic weapons, shielded mind"	"bite, constrict, change shape"		
crab	crab.png	Crab	tiny	beast	"20 ft, swim 20 ft"	Monster Manual	unaligned	11	natural armor	2	1d4	2	11	10	1	8	2	Stealth +2			9				0	blindsight 30 ft				amphibious	claw		
crawling_claw	crawling_claw.png	Crawling Claw	tiny	undead	"20 ft, climb 20 ft"	Monster Manual	neutral evil	12		2	1d4	13	14	11	5	10	4				10	poison	poisoned	"understands common, can't speak"	0	blindsight 30 ft (blind beyond this radius)				turn immunity	claw		
crocodile	crocodile.png	Crocodile	large	beast	"20 ft, swim 20 ft"	Monster Manual	unaligned	12	natural armor	19	3d10+3	15	10	13	2	10	5	Stealth +2			10				0.5					hold breath	bite		
cult_fanatic	cult_fanatic.png	Cult Fanatic	medium	"humanoid, any race"	30 ft	Monster Manual	any non-good alignment	13	leather armor	22	6d8+6	11	14	12	10	13	14	"Deception +4, Persuasion +4, Religion +2"			11			any one language (usually common)	2			"light, sacred flame, thaumaturgy, command, inflict wounds, shield of faith, hold person, spiritual weapon"	"4,3,0,0,0,0,0,0,0"	"dark devotion, spellcasting"	"multiattack, dagger"		
cultist	cultist.png	Cultist	medium	"humanoid, any race"	30 ft	Monster Manual	any non-good alignment	12	leather armor	9	2d8	11	12	10	10	11	10	"Deception +2, Religion +2"			10			any one language (usually common)	0.125					dark devotion	scimitar		
cyclops	cyclops.png	Cyclops	huge	giant	30 ft	Monster Manual	chaotic neutral	14	natural armor	138	12d12+60	22	11	20	8	6	10				8			giant	6					poor depth perception	"multiattack, greatclub, rock"		
dao	dao.png	Dao	large	elemental	"30 ft, burrow 30 ft, fly 30 ft"	Monster Manual	neutral evil	18	natural armor	187	15d10+105	23	12	24	12	13	14			"int +5, wis +5, cha +6"	11		petrified	terran	11	darkvision 120 ft		"detect evil and good, detect magic, stone shape, passwall, move earth, tongues, conjure elemental, gaseous form, invisibility, phantasmal killer, plane shift, wall of stone"		"earth glide, elemental demise, innate spellcasting, sure-footed, variant: genie powers"	"multiattack, fist, maul"		
darkmantle	darkmantle.png	Darkmantle	small	monstrosity	"10 ft, fly 30 ft"	Monster Manual	unaligned	11		22	5d6+5	16	12	13	2	10	5	Stealth +3			10				0.5	blindsight 60 ft				"echolocation, false appearance"	"crush, darkness aura"		
death_dog	death_dog.png	Death Dog	medium	monstrosity	40 ft	Monster Manual	neutral evil	12		39	6d8+12	15	14	14	3	13	6	"Perception +5, Stealth +4"			15				1	darkvision 120 ft				two-headed	"multiattack, bite"		
death_knight	death_knight.png	Death Knight	medium	undead	30 ft	Monster Manual	chaotic evil	20	"plate, shield"	180	19d8+95	20	11	20	12	16	18			"dex +6, wis +9, cha +10"	13	"necrotic, poison"	"exhaustion, frightened, poisoned"	"abyssal, common"	17	darkvision 120 ft		"command, compelled duel, searing smite, hold person, magic weapon, dispel magic, elemental weapon, banishment, staggering smite, destructive wave"	"4,3,3,3,2,0,0,0,0"	"undead nature, magic resistance, marshal undead, spellcasting"	"multiattack, longsword, hellfire orb"	parry	
death_slaad	death_slaad.png	Death Slaad	medium	"aberration, shapechanger"	30 ft	Monster Manual	chaotic evil	18	natural armor	170	20d8+80	20	15	19	15	10	16	"Arcana +6, Perception +8"			18			"slaad, telepathy 60 ft"	10	"blindsight 60 ft, darkvision 60 ft"	"acid, cold, fire, lightning, thunder"	"detect magic, detect thoughts, invisibility, mage hand, major image, fear, fireball, fly, tongues, cloudkill, plane shift"		"shapechanger, innate spellcasting, magic resistance, magic weapons, regeneration, variant: control gem"	"multiattack, bite, claws, greatsword"		
death_tyrant	death_tyrant.png	Death Tyrant	large	undead	"0 ft, fly 20 ft"	Monster Manual	lawful evil	19	natural armor	187	25d10+50	10	14	14	19	15	19	Perception +12		"str +5, con +7, int +9, wis +7, cha +9"	22	poison	"charmed, exhaustion, paralyzed, petrified, poisoned, prone"	"deep speech, undercommon"	14	darkvision 120 ft				negative energy cone	"bite, eye rays"		eye ray
deep_gnome	deep_gnome_(svirfneblin).png	Deep Gnome	small	"humanoid, gnome"	20 ft	Monster Manual	neutral good	15	chain shirt	16	3d6+6	15	14	14	12	10	9	"Investigation +3, Perception +2, Stealth +4"			12			"gnomish, terran, undercommon"	0.5	darkvision 120 ft		"nondetection, blindness/deafness, blur, disguise self"		"stone camouflage, gnome cunning, innate spellcasting"	"war pick, poisoned dart"		
deer	deer.png	Deer	medium	beast	50 ft	Monster Manual	unaligned	13		4	1d8	11	16	11	2	14	5				12				0						bite		
demilich	demilich.png	Demilich	tiny	undead	"0 ft, fly 30 ft"	Monster Manual	neutral evil	20	natural armor	80	20d4	1	20	10	20	17	20			"con +6, int +11, wis +9, cha +11"	13	"necrotic, poison, psychic, bludgeoning, piercing, slashing from nonmagical weapons"	"charmed, deafened, exhaustion, frightened, paralyzed, petrified, poisoned, prone, stunned"		18	truesight 120 ft	"bludgeoning, piercing,  slashing from magic weapons"			"avoidance, legendary resistance, turn immunity"	"howl, life drain"		"flight, cloud of dust, energy drain, vile curse"
deva	deva.png	Deva	medium	celestial	"30 ft, fly 90 ft"	Monster Manual	lawful good	17	natural armor	136	16d8+64	18	18	18	17	20	20	"Insight +9, Perception +9"		"wis +9, cha +9"	19		"charmed, exhaustion, frightened"	"all, telepathy 120 ft"	10	darkvision 120 ft	"radiant, bludgeoning, piercing,  slashing from nonmagical weapons"	"detect evil and good, commune, raise dead"		"angelic weapons, innate spellcasting, magic resistance"	"multiattack, mace, healing touch, change shape"		
dire_wolf	dire_wolf.png	Dire Wolf	large	beast	50 ft	Monster Manual	unaligned	14	natural armor	37	5d10+10	17	15	15	3	12	7	"Perception +3, Stealth +4"			13				1					"keen hearing and smell, pack tactics"	bite		
displacer_beast	displacer_beast.png	Displacer Beast	large	monstrosity	40 ft	Monster Manual	lawful evil	13	natural armor	85	10d10+30	18	15	16	6	12	8				11				3	darkvision 60 ft				"avoidance, displacement"	"multiattack, tentacle"		
djinni	djinni.png	Djinni	large	elemental	"30 ft, fly 90 ft"	Monster Manual	chaotic good	17	natural armor	161	14d10+84	21	15	22	15	16	20			"dex +6, wis +7, cha +9"	13	"lightning, thunder"		auran	11	darkvision 120 ft		"detect evil and good, detect magic, thunderwave, create food and water, tongues, wind walk, conjure elemental, creation, gaseous form, invisibility, major image, plane shift"		"elemental demise, innate spellcasting, variant: genie powers"	"multiattack, scimitar, create whirlwind"		
doppelganger	doppelganger.png	Doppelganger	medium	"monstrosity, shapechanger"	30 ft	Monster Manual	unaligned	14		52	8d8+16	11	18	14	11	12	14	"Deception +6, Insight +3"			11	charmed		common	3	darkvision 60 ft				"shapechanger, ambusher, surprise attack"	"multiattack, slam, read thoughts"		
draft_horse	draft_horse.png	Draft Horse	large	beast	40 ft	Monster Manual	unaligned	10		19	3d10+3	18	10	12	2	11	7				10				0.25						hooves		
dragon_turtle	dragon_turtle.png	Dragon Turtle	Gargantuan	dragon	"20 ft, swim 40 ft"	Monster Manual	neutral	20	natural armor	341	22d20+10	25	10	20	10	12	12			"dex +6, con +11, wis +7"	11			"aquan, draconic"	17	darkvision 120 ft	fire			amphibious	"multiattack, bite, claw, tail, steam breath"		
dretch	dretch.png	Dretch	small	"fiend, demon"	20 ft	Monster Manual	chaotic evil	11	natural armor	18	4d6+4	11	11	12	5	8	3				9	poison	poisoned	"abyssal, telepathy 60 ft (works only with creatures that understand abyssal)"	0.25	darkvision 60 ft	"cold, fire, lightning"				"multiattack, bite, claws, fetid cloud"		
drider	drider.png	Drider	large	monstrosity	"30 ft, climb 30 ft"	Monster Manual	chaotic evil	19	natural armor	123	13d10+52	16	16	18	13	14	12	"Perception +5, Stealth +9"			15			"elvish, undercommon"	6	darkvision 120 ft		"dancing lights, darkness, faerie fire"		"fey ancestry, innate spellcasting, spider climb, sunlight sensitivity, web walker"	"multiattack, bite, longsword, longbow"		
drider_spellcaster	drider_spellcaster.png	Drider Spellcaster	large	monstrosity	"30 ft, climb 30 ft"	Monster Manual	chaotic evil	19	natural armor	123	13d10+52	16	16	18	13	16	12	"Perception +5, Stealth +9"			15			"elvish, undercommon"	6	darkvision 120 ft		"dancing lights, darkness, faerie fire, poison spray, thaumaturgy, bane, detect magic, sanctuary, hold person, silence, clairvoyance, dispel magic, divination, freedom of movement"	"4,3,3,2,0,0,0,0,0"	"fey ancestry, innate spellcasting, spider climb, sunlight sensitivity, web walker, spellcasting"	"multiattack, bite, longsword, longbow"		
drow	drow.png	Drow	medium	"humanoid, elf"	30 ft	Monster Manual	neutral evil	15	chain shirt	13	3d8	10	14	10	11	11	12	"Perception +2, Stealth +4"			12			"elvish, undercommon"	0.25	darkvision 120 ft		"dancing lights, darkness, faerie fire"		"fey ancestry, innate spellcasting, sunlight sensitivity"	"shortsword, hand crossbow"		
drow_elite_warrior	drow_elite_warrior.png	Drow Elite Warrior	medium	"humanoid, elf"	30 ft	Monster Manual	neutral evil	18	"studded leather, shield"	71	11d8+22	13	18	14	11	13	12	"Perception +4, Stealth +10"		"dex +7, con +5, wis +4"	14			"elvish, undercommon"	5	darkvision 120 ft		"dancing lights, darkness, faerie fire, levitate"		"fey ancestry, innate spellcasting, sunlight sensitivity"	"multiattack, shortsword, hand crossbow"	parry	
